pop_cd,year,month,avg_score,avg_rat,new_avg_rat,sex,ages,monthly_spend_rat,population,total_avg_score,total_avg_rat,total_num_opencard,total_num_usecard,total_monthly_card_spend,total_monthly_lc,total_monthly_loan,total_monthly_bk_loan,total_monthly_cd_loan,total_monthly_installments_loan,total_monthly_insurance_loan,total_monthly_sbk_loan,total_loan_commitment,total_inst_rep_loanb,total_ls_rep_loanb,total_credit_loan,total_mortgage_loan,total_credit_card_payment,total_credit_card_installments_payment,total_debit_card_payment,total_monthly_spend,date
Y30,2017,5,792,3,4,남자,30대,1,4742000,3755664000,14226000,18067020.0,9531419.999999998,7966560000000,425167720000000,364470120000000,283998380000000,5453300000000,22903860000000,13562120000000,7255260000000,53347500000000,165400960000000,138418980000000,167440020000000,432375560000000,4846324000000,1052724000000,2067512000000,6913836000000,2017-05-01
Y30,2017,6,792,3,4,남자,30대,1,4745000,3758040000,14235000,18078450.0,9537449.999999998,8683350000000,427144900000000,366314000000000,285174500000000,5504200000000,23108150000000,13475800000000,7354750000000,53523600000000,165790300000000,139692800000000,168827100000000,434357300000000,5252715000000,1129310000000,2301325000000,7554040000000,2017-06-01
Y30,2017,7,792,3,4,남자,30대,1,4750000,3762000000,14250000,18050000.0,9547499.999999998,8170000000000,430540000000000,369835000000000,288230000000000,5557500000000,23275000000000,13395000000000,7220000000000,53865000000000,167295000000000,141360000000000,170715000000000,437047500000000,4978000000000,1054500000000,2137500000000,7115500000000,2017-07-01
Y30,2017,8,793,3,4,남자,30대,1,4752000,3768336000,14256000,18010080.0,9551519.999999998,8601120000000,434000160000000,373554720000000,291772800000000,5559840000000,23237280000000,13305600000000,7270560000000,54885600000000,168553440000000,142797600000000,173495520000000,437801760000000,5203440000000,1149984000000,2247696000000,7451136000000,2017-08-01
Y30,2017,9,793,3,4,남자,30대,1,4755000,3770715000,14265000,18069000.0,9557549.999999998,8463900000000,436651650000000,376453350000000,294429600000000,5563350000000,23204400000000,13171350000000,7370250000000,55871250000000,169943700000000,143363250000000,176505600000000,438268350000000,5173440000000,1027080000000,2263380000000,7436820000000,2017-09-01
Y30,2017,10,793,3,4,남자,30대,1,4758000,3773094000,14274000,18032820.0,9563579.999999998,8326500000000,439210980000000,379117440000000,296899200000000,5614440000000,23123880000000,13084500000000,7422480000000,56429880000000,171430740000000,144024660000000,178472580000000,440162580000000,5119608000000,1051518000000,2155374000000,7274982000000,2017-10-01
Y30,2017,11,793,3,4,남자,30대,1,4759000,3773887000,14277000,17989020.0,9565589.999999998,8328250000000,442015920000000,382004930000000,299293510000000,5663210000000,23176330000000,13087250000000,7566810000000,56632100000000,172561340000000,145577810000000,180270920000000,442396640000000,5030263000000,1032703000000,2265284000000,7295547000000,2017-11-01
Y30,2017,12,793,3,4,남자,30대,1,4766000,3779438000,14298000,18015480.0,9532000.0,8435820000000,445239720000000,384616200000000,301354180000000,5719200000000,23305740000000,13154160000000,7577940000000,57049020000000,173577720000000,146697480000000,181822900000000,444477160000000,5109152000000,1139074000000,2187594000000,7296746000000,2017-12-01
Y35,2016,1,770,3,5,여자,30대,2,3944000,3036880000,11832000,18339600.0,10254400.0,5639920000000,221100640000000,184697520000000,137014560000000,5679360000000,12699680000000,9150080000000,3312960000000,26622000000000,85427040000000,64208320000000,80773120000000,276750480000000,2977720000000,1021496000000,1640704000000,4618424000000,2016-01-01
Y35,2016,2,818,3,2,여자,30대,2,4131000,3379158000,12393000,17845920.0,9336060.0,5783400000000,254882700000000,212663880000000,158465160000000,6526980000000,13673610000000,11401560000000,3428730000000,29082240000000,100465920000000,73449180000000,87701130000000,320028570000000,3118905000000,1053405000000,1611090000000,4729995000000,2016-02-01
Y35,2016,3,818,3,2,여자,30대,2,4129000,3377522000,12387000,17919860.0,9290250.0,5532860000000,256410900000000,213593170000000,158966500000000,6523820000000,13666990000000,11437330000000,3674810000000,29315900000000,100334700000000,74280710000000,88154150000000,321153620000000,2989396000000,962057000000,1581407000000,4570803000000,2016-03-01
Y35,2016,4,819,3,2,여자,30대,2,4122000,3375918000,12366000,17889480.0,9315720.0,6141780000000,257913540000000,214673760000000,159933600000000,6471540000000,13726260000000,11417940000000,3709800000000,29307420000000,100164600000000,75597480000000,88499340000000,322093080000000,3281112000000,1104696000000,1755972000000,5037084000000,2016-04-01
Y35,2016,5,819,3,2,여자,30대,2,4121000,3375099000,12363000,17843930.0,9313460.0,5934240000000,260570830000000,216517340000000,161295940000000,6511180000000,13805350000000,11415170000000,3832530000000,29341520000000,100634820000000,76939070000000,89137230000000,324199070000000,3218501000000,1046734000000,1669005000000,4887506000000,2016-05-01
Y35,2016,6,819,3,2,여자,30대,2,4122000,3375918000,12366000,17848260.0,9356940.0,6389100000000,263725560000000,219043080000000,163148760000000,6595200000000,14014800000000,11500380000000,3874680000000,29472300000000,101607300000000,78235560000000,90230580000000,326915820000000,3478968000000,1112940000000,1797192000000,5276160000000,2016-06-01
Y35,2016,7,819,3,2,여자,30대,2,4130000,3382470000,12390000,17841600.0,9333800.0,6112400000000,265930700000000,221409300000000,164787000000000,6608000000000,14083300000000,11564000000000,4047400000000,29612100000000,102754400000000,79296000000000,90942600000000,330730400000000,3365950000000,1057280000000,1689170000000,5055120000000,2016-07-01
Y35,2016,8,820,3,2,여자,30대,2,4135000,3390700000,12405000,17863200.0,9386450.0,6285200000000,268650950000000,224199700000000,167012650000000,6698700000000,14183050000000,11578000000000,4135000000000,29730650000000,104367400000000,80301700000000,91838350000000,334438800000000,3440320000000,1108180000000,1736700000000,5177020000000,2016-08-01
Y35,2016,9,820,3,2,여자,30대,2,4135000,3390700000,12405000,17863200.0,9386450.0,6450600000000,271297350000000,226970150000000,168873400000000,6740050000000,14348450000000,11908800000000,4259050000000,29813350000000,106186800000000,81170050000000,92789400000000,337953550000000,3551965000000,1062695000000,1835940000000,5387905000000,2016-09-01
Y35,2016,10,820,3,2,여자,30대,2,4137000,3392340000,12411000,17871840.0,9349620.0,6122760000000,273455700000000,228982950000000,170361660000000,6743310000000,14396760000000,11997300000000,4261110000000,29951880000000,106734600000000,82491780000000,93289350000000,340144140000000,3346833000000,1038387000000,1737540000000,5084373000000,2016-10-01
Y35,2016,11,820,3,2,여자,30대,2,4139000,3393980000,12417000,17797700.0,9395530.0,6456840000000,276567980000000,231866780000000,172389350000000,6787960000000,14486500000000,12168660000000,4387340000000,30049140000000,108234850000000,83731970000000,94410590000000,343992290000000,3526428000000,1146503000000,1783909000000,5310337000000,2016-11-01
Y35,2016,12,820,3,2,여자,30대,2,4138000,3393160000,12414000,17834780.0,9351880.0,6413900000000,278735680000000,233672860000000,173258060000000,6869080000000,14648520000000,12414000000000,4469040000000,30041880000000,109036300000000,84663480000000,95132620000000,346391980000000,3480058000000,1187606000000,1746236000000,5226294000000,2016-12-01
Y35,2017,1,820,3,2,여자,30대,2,4152000,3404640000,12456000,17729040.0,9342000.0,6643200000000,281090400000000,235750560000000,174300960000000,6892320000000,14864160000000,12705120000000,4608720000000,30309600000000,109737360000000,85780320000000,95952720000000,349556880000000,3666216000000,1162560000000,1814424000000,5480640000000,2017-01-01
Y35,2017,2,820,3,2,여자,30대,2,4150000,3403000000,12450000,17679000.0,9337500.0,6391000000000,281785000000000,236093500000000,173719000000000,6930500000000,14857000000000,12782000000000,5270500000000,30170500000000,109228000000000,86776500000000,96197000000000,349928000000000,3560700000000,1112200000000,1718100000000,5278800000000,2017-02-01
