pop_cd,year,month,avg_score,avg_rat,new_avg_rat,city,ages,monthly_spend_rat,population,total_avg_score,total_avg_rat,total_num_opencard,total_num_usecard,total_monthly_card_spend,total_monthly_lc,total_monthly_loan,total_monthly_bk_loan,total_monthly_cd_loan,total_monthly_installments_loan,total_monthly_insurance_loan,total_monthly_sbk_loan,total_loan_commitment,total_inst_rep_loanb,total_ls_rep_loanb,total_credit_loan,total_mortgage_loan,total_credit_card_payment,total_credit_card_installments_payment,total_debit_card_payment,total_monthly_spend,date
L022,2016,11,766,4,5,인천,20대,3,433000,331678000,1732000,1597770.0,796720.0,363720000000,16380390000000,13864660000000,9352800000000,311760000000,1589110000000,532590000000,710120000000,969920000000,7607810000000,4871250000000,6668200000000,18432810000000,123838000000,41568000000,198314000000,322152000000,2016-11-01
L022,2016,12,766,4,5,인천,20대,3,433000,331678000,1732000,1602100.0,796720.0,363720000000,16488640000000,14029200000000,9465380000000,320420000000,1610760000000,528260000000,723110000000,969920000000,7681420000000,4962180000000,6702840000000,18935090000000,122972000000,44166000000,196582000000,319554000000,2016-12-01
L022,2017,1,767,4,5,인천,20대,3,433000,332111000,1732000,1597770.0,796720.0,376710000000,16462660000000,14007550000000,9409090000000,324750000000,1623750000000,536920000000,731770000000,952600000000,7651110000000,4988160000000,6694180000000,18965400000000,130766000000,42867000000,203077000000,333843000000,2017-01-01
L022,2017,2,767,4,5,인천,20대,3,432000,331344000,1728000,1611360.0,803520.0,367200000000,16498080000000,14027040000000,9396000000000,319680000000,1615680000000,527040000000,803520000000,959040000000,7629120000000,5028480000000,6687360000000,19038240000000,124416000000,41472000000,201312000000,325728000000,2017-02-01
L022,2017,3,768,4,5,인천,20대,3,431000,331008000,1724000,1603320.0,801660.0,349110000000,16490060000000,14011810000000,9382870000000,323250000000,1611940000000,517200000000,810280000000,943890000000,7611460000000,5055630000000,6702050000000,19015720000000,115508000000,39221000000,194381000000,309889000000,2017-03-01
L022,2017,4,768,4,5,인천,20대,3,432000,331776000,1728000,1611360.0,803520.0,393120000000,16619040000000,14143680000000,9447840000000,328320000000,1645920000000,518400000000,807840000000,946080000000,7659360000000,5136480000000,6812640000000,19215360000000,132624000000,44928000000,215568000000,348192000000,2017-04-01
L022,2017,5,768,4,5,인천,20대,3,433000,332544000,1732000,1615090.0,805380.0,372380000000,16726790000000,14310650000000,9586620000000,333410000000,1654060000000,519600000000,814040000000,969920000000,7711730000000,5221980000000,6906350000000,19428710000000,127302000000,42434000000,202644000000,329946000000,2017-05-01
L022,2017,6,769,4,5,인천,20대,3,433000,332977000,1732000,1615090.0,809710.0,407020000000,16783080000000,14358280000000,9612600000000,342070000000,1675710000000,510940000000,814040000000,961260000000,7711730000000,5269610000000,6945320000000,19489330000000,138993000000,45898000000,222129000000,361122000000,2017-06-01
L022,2017,7,769,4,5,인천,20대,3,433000,332977000,1732000,1610760.0,809710.0,389700000000,16891330000000,14462200000000,9738170000000,346400000000,1697360000000,510940000000,805380000000,952600000000,7789670000000,5308580000000,7005940000000,19480670000000,134230000000,44166000000,211304000000,345534000000,2017-07-01
L022,2017,8,769,4,5,인천,20대,3,434000,333746000,1736000,1614480.0,811580.0,407960000000,16843540000000,14478240000000,9747640000000,342860000000,1688260000000,507780000000,798560000000,976500000000,7794640000000,5299140000000,7065520000000,19191480000000,140182000000,46872000000,220906000000,361088000000,2017-08-01
L022,2017,9,769,4,5,인천,20대,3,435000,334515000,1740000,1622550.0,813450.0,408900000000,16795350000000,14463750000000,9783150000000,343650000000,1692150000000,491550000000,796050000000,996150000000,7782150000000,5289600000000,7164450000000,18996450000000,141375000000,45240000000,222285000000,363660000000,2017-09-01
L022,2017,10,770,4,5,인천,20대,3,435000,334950000,1740000,1618200.0,813450.0,395850000000,17043300000000,14624700000000,9904950000000,343650000000,1696500000000,487200000000,804750000000,974400000000,7860450000000,5385300000000,7255800000000,19205250000000,140505000000,45675000000,209670000000,350175000000,2017-10-01
L022,2017,11,770,4,5,인천,20대,3,435000,334950000,1740000,1618200.0,813450.0,404550000000,17078100000000,14689950000000,9991950000000,352350000000,1692150000000,487200000000,804750000000,970050000000,7877850000000,5433150000000,7312350000000,19296600000000,138765000000,45240000000,220545000000,359310000000,2017-11-01
L022,2017,12,771,4,5,인천,20대,3,436000,336156000,1744000,1626280.0,815320.0,401120000000,17156600000000,14680120000000,10001840000000,353160000000,1717840000000,483960000000,793520000000,967920000000,7935200000000,5371520000000,7368400000000,19175280000000,140392000000,51012000000,209716000000,350108000000,2017-12-01
L032,2016,1,737,4,5,대전,20대,4,213000,156981000,852000,747630.0,396180.0,134190000000,5437890000000,4453830000000,2681670000000,125670000000,643260000000,112890000000,281160000000,549540000000,1927650000000,1808370000000,2615640000000,5751000000000,35997000000,12780000000,85413000000,121410000000,2016-01-01
L032,2016,2,771,4,5,대전,20대,4,245000,188895000,980000,872200.0,428750.0,176400000000,7523950000000,6183800000000,4074350000000,164150000000,806050000000,164150000000,291550000000,859950000000,2638650000000,2462250000000,3633350000000,7805700000000,57575000000,18865000000,99960000000,157535000000,2016-02-01
L032,2016,3,771,4,5,대전,20대,4,245000,188895000,980000,874650.0,426300.0,173950000000,7548450000000,6218100000000,4111100000000,164150000000,818300000000,161700000000,298900000000,864850000000,2633750000000,2494100000000,3699500000000,7778750000000,55615000000,17885000000,100450000000,156065000000,2016-03-01
L032,2016,4,771,4,5,대전,20대,3,247000,190437000,988000,886730.0,432250.0,190190000000,7647120000000,6281210000000,4149600000000,167960000000,822510000000,160550000000,311220000000,881790000000,2635490000000,2539160000000,3749460000000,7857070000000,60515000000,20748000000,108927000000,169442000000,2016-04-01
L032,2016,5,771,4,5,대전,20대,4,247000,190437000,988000,886730.0,434720.0,180310000000,7657000000000,6293560000000,4144660000000,170430000000,827450000000,153140000000,316160000000,879320000000,2625610000000,2558920000000,3774160000000,7864480000000,59527000000,18772000000,102011000000,161538000000,2016-05-01
L032,2016,6,771,4,5,대전,20대,3,248000,191208000,992000,890320.0,438960.0,200880000000,7742560000000,6420720000000,4235840000000,178560000000,830800000000,156240000000,324880000000,880400000000,2663520000000,2641200000000,3819200000000,8064960000000,67208000000,20584000000,113088000000,180296000000,2016-06-01
L032,2016,7,771,4,5,대전,20대,3,248000,191208000,992000,887840.0,438960.0,190960000000,7750000000000,6450480000000,4228400000000,181040000000,830800000000,158720000000,342240000000,890320000000,2690800000000,2636240000000,3848960000000,8131920000000,65224000000,19840000000,105896000000,171120000000,2016-07-01
L032,2016,8,773,4,5,대전,20대,3,248000,191704000,992000,887840.0,438960.0,193440000000,7831840000000,6527360000000,4310240000000,183520000000,820880000000,158720000000,347200000000,895280000000,2718080000000,2680880000000,3871280000000,8278240000000,63984000000,21080000000,108376000000,172360000000,2016-08-01
L032,2016,9,773,4,5,대전,20대,3,249000,192477000,996000,893910.0,443220.0,204180000000,7910730000000,6610950000000,4342560000000,186750000000,831660000000,169320000000,358560000000,891420000000,2768880000000,2714100000000,3916770000000,8368890000000,66981000000,20169000000,117030000000,184011000000,2016-09-01
L032,2016,10,773,4,5,대전,20대,3,249000,192477000,996000,893910.0,440730.0,191730000000,7958040000000,6678180000000,4387380000000,189240000000,829170000000,169320000000,361050000000,891420000000,2776350000000,2776350000000,3944160000000,8463510000000,62250000000,19422000000,110058000000,172308000000,2016-10-01
L032,2016,11,773,4,5,대전,20대,3,250000,193250000,1000000,897500.0,442500.0,200000000000,8005000000000,6785000000000,4432500000000,192500000000,840000000000,170000000000,377500000000,900000000000,2800000000000,2845000000000,4007500000000,8632500000000,66750000000,21250000000,112000000000,178750000000,2016-11-01
L032,2016,12,773,4,5,대전,20대,3,250000,193250000,1000000,897500.0,442500.0,200000000000,7990000000000,6792500000000,4432500000000,195000000000,845000000000,167500000000,380000000000,900000000000,2822500000000,2830000000000,4007500000000,8660000000000,65000000000,22750000000,112250000000,177250000000,2016-12-01
L032,2017,1,773,4,5,대전,20대,3,250000,193250000,1000000,895000.0,442500.0,207500000000,8020000000000,6822500000000,4422500000000,197500000000,857500000000,162500000000,385000000000,897500000000,2832500000000,2860000000000,4012500000000,8702500000000,70250000000,22000000000,115250000000,185500000000,2017-01-01
L032,2017,2,774,4,5,대전,20대,3,244000,188856000,976000,883280.0,436760.0,197640000000,7659160000000,6514800000000,4130920000000,195200000000,834480000000,163480000000,412360000000,861320000000,2747440000000,2674240000000,3882040000000,8283800000000,66368000000,20496000000,110776000000,177144000000,2017-02-01
L032,2017,3,774,4,5,대전,20대,3,244000,188856000,976000,885720.0,434320.0,187880000000,7634760000000,6490400000000,4099200000000,197640000000,834480000000,170800000000,417240000000,854000000000,2752320000000,2654720000000,3908880000000,8220360000000,61000000000,19764000000,107116000000,168116000000,2017-03-01
L032,2017,4,774,4,5,대전,20대,3,245000,189630000,980000,891800.0,438550.0,210700000000,7739550000000,6570900000000,4155200000000,203350000000,850150000000,171500000000,411600000000,850150000000,2807700000000,2682750000000,3944500000000,8354500000000,69090000000,22295000000,119315000000,188405000000,2017-04-01
L032,2017,5,775,4,5,대전,20대,3,245000,189875000,980000,889350.0,438550.0,196000000000,7805700000000,6617450000000,4187050000000,208250000000,864850000000,166600000000,409150000000,852600000000,2891000000000,2641100000000,4035150000000,8386350000000,66150000000,20825000000,109025000000,175175000000,2017-05-01
L032,2017,6,775,4,5,대전,20대,3,245000,189875000,980000,891800.0,438550.0,218050000000,7837550000000,6656650000000,4214000000000,215600000000,874650000000,164150000000,409150000000,864850000000,2937550000000,2619050000000,4096400000000,8425550000000,73010000000,22540000000,122500000000,195510000000,2017-06-01
L032,2017,7,776,4,5,대전,20대,3,245000,190120000,980000,889350.0,438550.0,203350000000,7930650000000,6720350000000,4267900000000,220500000000,877100000000,164150000000,406700000000,850150000000,3030650000000,2604350000000,4184600000000,8435350000000,68845000000,21070000000,113435000000,182280000000,2017-07-01
L032,2017,8,776,4,5,대전,20대,3,245000,190120000,980000,889350.0,438550.0,215600000000,7840000000000,6654200000000,4226250000000,218050000000,872200000000,156800000000,404250000000,845250000000,3023300000000,2550450000000,4223800000000,8143800000000,72765000000,22295000000,120540000000,193305000000,2017-08-01
L032,2017,9,776,4,5,대전,20대,3,246000,190896000,984000,892980.0,440340.0,216480000000,7820340000000,6659220000000,4231200000000,216480000000,875760000000,152520000000,403440000000,856080000000,3020880000000,2551020000000,4228740000000,8130300000000,72324000000,21648000000,122508000000,194832000000,2017-09-01
L032,2017,10,776,4,5,대전,20대,3,246000,190896000,984000,892980.0,440340.0,211560000000,7859700000000,6705960000000,4277940000000,216480000000,875760000000,147600000000,403440000000,853620000000,3018420000000,2602680000000,4211520000000,8233620000000,71340000000,22140000000,118080000000,189420000000,2017-10-01
L032,2017,11,777,4,5,대전,20대,3,246000,191142000,984000,892980.0,440340.0,211560000000,7820340000000,6676440000000,4270560000000,221400000000,868380000000,147600000000,403440000000,843780000000,3030720000000,2573160000000,4216440000000,8167200000000,70602000000,21648000000,119310000000,189912000000,2017-11-01
L032,2017,12,777,4,5,대전,20대,3,246000,191142000,984000,892980.0,440340.0,211560000000,7827720000000,6696120000000,4277940000000,223860000000,868380000000,150060000000,398520000000,848700000000,3038100000000,2580540000000,4255800000000,8196720000000,71832000000,24354000000,115374000000,187206000000,2017-12-01
L042,2016,1,731,4,5,대구,20대,4,232000,169592000,928000,930320.0,475599.99999999994,160080000000,6175840000000,5143440000000,3155200000000,127600000000,735440000000,164720000000,320160000000,635680000000,2231840000000,2101920000000,2661040000000,7567840000000,46864000000,17168000000,96048000000,142912000000,2016-01-01
L042,2016,2,774,4,5,대구,20대,4,359000,277866000,1436000,1339070.0,664150.0,229760000000,11933160000000,9883270000000,6458410000000,233350000000,1217010000000,301560000000,434390000000,1331890000000,4132090000000,4085420000000,4975740000000,14356410000000,74672000000,26207000000,128881000000,203553000000,2016-02-01
L042,2016,3,774,4,5,대구,20대,4,357000,276318000,1428000,1338750.0,660450.0,232050000000,11855970000000,9888900000000,6465270000000,232050000000,1199520000000,296310000000,456960000000,1406580000000,4084080000000,4073370000000,5040840000000,14315700000000,72828000000,24633000000,134589000000,207417000000,2016-03-01
L042,2016,4,774,4,5,대구,20대,4,358000,277092000,1432000,1342500.0,665880.0,254180000000,11928560000000,9970300000000,6519180000000,232700000000,1199300000000,300720000000,479720000000,1410520000000,4113420000000,4124160000000,5090760000000,14438140000000,78760000000,28282000000,147138000000,225898000000,2016-04-01
L042,2016,5,774,4,5,대구,20대,4,358000,277092000,1432000,1346080.0,669460.0,236280000000,12018060000000,10063380000000,6583620000000,232700000000,1199300000000,304300000000,497620000000,1446320000000,4124160000000,4174280000000,5194580000000,14513320000000,78760000000,26134000000,131386000000,210146000000,2016-05-01
L042,2016,6,774,4,5,대구,20대,4,358000,277092000,1432000,1346080.0,673040.0,257760000000,12082500000000,10167200000000,6665960000000,239860000000,1231520000000,307880000000,501200000000,1449900000000,4192180000000,4199340000000,5248280000000,14652940000000,84846000000,28282000000,144632000000,229478000000,2016-06-01
L042,2016,7,774,4,5,대구,20대,4,358000,277092000,1432000,1342500.0,673040.0,254180000000,12154100000000,10281760000000,6730400000000,243440000000,1235100000000,322200000000,529840000000,1460640000000,4321060000000,4174280000000,5298400000000,14760340000000,85204000000,27208000000,141768000000,226972000000,2016-07-01
L042,2016,8,776,4,5,대구,20대,4,358000,277808000,1432000,1346080.0,676620.0,254180000000,12275820000000,10296080000000,6723240000000,247020000000,1235100000000,322200000000,540580000000,1439160000000,4414140000000,4120580000000,5309140000000,14763920000000,84846000000,28282000000,141052000000,225898000000,2016-08-01
L042,2016,9,776,4,5,대구,20대,3,358000,277808000,1432000,1349660.0,680200.0,272080000000,12429760000000,10450020000000,6766200000000,250600000000,1249420000000,350840000000,554900000000,1414100000000,4564500000000,4149220000000,5370000000000,15000200000000,87352000000,27208000000,157520000000,244872000000,2016-09-01
L042,2016,10,776,4,5,대구,20대,4,361000,280136000,1444000,1360970.0,682290.0,256310000000,12512260000000,10552030000000,6859000000000,256310000000,1259890000000,368220000000,563160000000,1404290000000,4631630000000,4187600000000,5393340000000,15107850000000,81947000000,26353000000,148010000000,229957000000,2016-10-01
L042,2016,11,776,4,5,대구,20대,4,362000,280912000,1448000,1368360.0,684180.0,264260000000,12470900000000,10563160000000,6841800000000,260640000000,1259760000000,383720000000,582820000000,1361120000000,4677040000000,4195580000000,5397420000000,15178660000000,87242000000,28598000000,148420000000,235662000000,2016-11-01
L042,2016,12,776,4,5,대구,20대,4,362000,280912000,1448000,1371980.0,684180.0,267880000000,12521580000000,10617460000000,6809220000000,264260000000,1270620000000,394580000000,586440000000,1357500000000,4684280000000,4242640000000,5397420000000,15290880000000,86880000000,30408000000,150592000000,237472000000,2016-12-01
L042,2017,1,776,4,5,대구,20대,3,362000,280912000,1448000,1361120.0,684180.0,275120000000,12496240000000,10610220000000,6773020000000,267880000000,1295960000000,394580000000,586440000000,1353880000000,4698760000000,4217300000000,5426380000000,15258300000000,91948000000,30046000000,153126000000,245074000000,2017-01-01
L042,2017,2,777,4,5,대구,20대,3,360000,279720000,1440000,1368000.0,687600.0,270000000000,12344400000000,10436400000000,6562800000000,273600000000,1281600000000,403200000000,648000000000,1321200000000,4608000000000,4168800000000,5349600000000,14947200000000,88200000000,28800000000,153000000000,241200000000,2017-02-01
L042,2017,3,777,4,5,대구,20대,4,359000,278943000,1436000,1364200.0,685690.0,258480000000,12274210000000,10396640000000,6551750000000,276430000000,1278040000000,402080000000,656970000000,1310350000000,4623920000000,4132090000000,5352690000000,14912860000000,81493000000,27284000000,149703000000,231196000000,2017-03-01
L042,2017,4,777,4,5,대구,20대,3,360000,279720000,1440000,1371600.0,687600.0,288000000000,12290400000000,10458000000000,6580800000000,288000000000,1303200000000,406800000000,651600000000,1310400000000,4636800000000,4176000000000,5421600000000,15055200000000,91080000000,30960000000,165960000000,257040000000,2017-04-01
L042,2017,5,777,4,5,대구,20대,4,361000,280497000,1444000,1375410.0,693120.0,267140000000,12367860000000,10562860000000,6646010000000,296020000000,1299600000000,407930000000,642580000000,1346530000000,4689390000000,4187600000000,5494420000000,15208930000000,88445000000,28519000000,150176000000,238621000000,2017-05-01
L042,2017,6,777,4,5,대구,20대,3,361000,280497000,1444000,1379020.0,693120.0,299630000000,12266780000000,10497880000000,6541320000000,303240000000,1303210000000,407930000000,649800000000,1364580000000,4696610000000,4097350000000,5476370000000,15093410000000,97831000000,31046000000,170753000000,268584000000,2017-06-01
L042,2017,7,778,4,5,대구,20대,3,361000,280858000,1444000,1371800.0,693120.0,281580000000,12295660000000,10573690000000,6624350000000,310460000000,1310430000000,389880000000,638970000000,1364580000000,4725490000000,4140670000000,5501640000000,15147560000000,92777000000,29602000000,159201000000,251978000000,2017-07-01
L042,2017,8,778,4,5,대구,20대,3,362000,281636000,1448000,1379220.0,698660.0,296840000000,12141480000000,10443700000000,6577540000000,311320000000,1281480000000,383720000000,629880000000,1353880000000,4706000000000,4047160000000,5578420000000,14512580000000,98826000000,31856000000,166158000000,264984000000,2017-08-01
