avg_score,num_usecard,monthly_card_spend,monthly_bk_loan,monthly_cd_loan,monthly_installments_loan,monthly_insurance_loan,monthly_sbk_loan,loan_commitment,inst_rep_loanb,ls_rep_loanb,credit_loan,mortgage_loan,credit_card_installments_payment,monthly_spend,cluster,city,ages,sex,avg_rat,monthly_loan,credit_card_payment,debit_card_payment
774,1.79,810000,16930000,800000,3420000,670000,1690000,3530000,11260000,10960000,15910000,33950000,84000,726000,2,대전,20대,,4,26700000,272000,454000
774,1.78,770000,16800000,810000,3420000,700000,1710000,3500000,11280000,10880000,16020000,33690000,81000,689000,2,대전,20대,,4,26600000,250000,439000
774,1.79,860000,16960000,830000,3470000,700000,1680000,3470000,11460000,10950000,16100000,34100000,91000,769000,2,대전,20대,,4,26820000,282000,487000
775,1.79,800000,17090000,850000,3530000,680000,1670000,3480000,11800000,10780000,16470000,34230000,85000,715000,2,대전,20대,,4,27010000,270000,445000
775,1.79,890000,17200000,880000,3570000,670000,1670000,3530000,11990000,10690000,16720000,34390000,92000,798000,2,대전,20대,,4,27170000,298000,500000
776,1.79,830000,17420000,900000,3580000,670000,1660000,3470000,12370000,10630000,17080000,34430000,86000,744000,2,대전,20대,,4,27430000,281000,463000
776,1.79,880000,17250000,890000,3560000,640000,1650000,3450000,12340000,10410000,17240000,33240000,91000,789000,2,대전,20대,,4,27160000,297000,492000
776,1.79,880000,17200000,880000,3560000,620000,1640000,3480000,12280000,10370000,17190000,33050000,88000,792000,2,대전,20대,,4,27070000,294000,498000
776,1.79,860000,17390000,880000,3560000,600000,1640000,3470000,12270000,10580000,17120000,33470000,90000,770000,2,대전,20대,,4,27260000,290000,480000
777,1.79,860000,17360000,900000,3530000,600000,1640000,3430000,12320000,10460000,17140000,33200000,88000,772000,2,대전,20대,,4,27140000,287000,485000
777,1.79,860000,17390000,910000,3530000,610000,1620000,3450000,12350000,10490000,17300000,33320000,99000,761000,2,대전,20대,,4,27220000,292000,469000
731,2.05,690000,13600000,550000,3170000,710000,1380000,2740000,9620000,9060000,11470000,32620000,74000,616000,2,대구,20대,,4,22170000,202000,414000
774,1.85,640000,17990000,650000,3390000,840000,1210000,3710000,11510000,11380000,13860000,39990000,73000,567000,2,대구,20대,,4,27530000,208000,359000
774,1.85,650000,18110000,650000,3360000,830000,1280000,3940000,11440000,11410000,14120000,40100000,69000,581000,2,대구,20대,,4,27700000,204000,377000
774,1.86,710000,18210000,650000,3350000,840000,1340000,3940000,11490000,11520000,14220000,40330000,79000,631000,2,대구,20대,,4,27850000,220000,411000
774,1.87,660000,18390000,650000,3350000,850000,1390000,4040000,11520000,11660000,14510000,40540000,73000,587000,2,대구,20대,,4,28110000,220000,367000
774,1.88,720000,18620000,670000,3440000,860000,1400000,4050000,11710000,11730000,14660000,40930000,79000,641000,2,대구,20대,,4,28400000,237000,404000
774,1.88,710000,18800000,680000,3450000,900000,1480000,4080000,12070000,11660000,14800000,41230000,76000,634000,2,대구,20대,,4,28720000,238000,396000
776,1.89,710000,18780000,690000,3450000,900000,1510000,4020000,12330000,11510000,14830000,41240000,79000,631000,2,대구,20대,,4,28760000,237000,394000
776,1.9,760000,18900000,700000,3490000,980000,1550000,3950000,12750000,11590000,15000000,41900000,76000,684000,2,대구,20대,,4,29190000,244000,440000
776,1.89,710000,19000000,710000,3490000,1020000,1560000,3890000,12830000,11600000,14940000,41850000,73000,637000,2,대구,20대,,4,29230000,227000,410000
776,1.89,730000,18900000,720000,3480000,1060000,1610000,3760000,12920000,11590000,14910000,41930000,79000,651000,2,대구,20대,,4,29180000,241000,410000
776,1.89,740000,18810000,730000,3510000,1090000,1620000,3750000,12940000,11720000,14910000,42240000,84000,656000,2,대구,20대,,4,29330000,240000,416000
776,1.89,760000,18710000,740000,3580000,1090000,1620000,3740000,12980000,11650000,14990000,42150000,83000,677000,2,대구,20대,,4,29310000,254000,423000
777,1.91,750000,18230000,760000,3560000,1120000,1800000,3670000,12800000,11580000,14860000,41520000,80000,670000,2,대구,20대,,4,28990000,245000,425000
777,1.91,720000,18250000,770000,3560000,1120000,1830000,3650000,12880000,11510000,14910000,41540000,76000,644000,2,대구,20대,,4,28960000,227000,417000
777,1.91,800000,18280000,800000,3620000,1130000,1810000,3640000,12880000,11600000,15060000,41820000,86000,714000,2,대구,20대,,4,29050000,253000,461000
777,1.92,740000,18410000,820000,3600000,1130000,1780000,3730000,12990000,11600000,15220000,42130000,79000,661000,2,대구,20대,,4,29260000,245000,416000
777,1.92,830000,18120000,840000,3610000,1130000,1800000,3780000,13010000,11350000,15170000,41810000,86000,744000,2,대구,20대,,4,29080000,271000,473000
778,1.92,780000,18350000,860000,3630000,1080000,1770000,3780000,13090000,11470000,15240000,41960000,82000,698000,2,대구,20대,,4,29290000,257000,441000
778,1.93,820000,18170000,860000,3540000,1060000,1740000,3740000,13000000,11180000,15410000,40090000,88000,732000,2,대구,20대,,4,28850000,273000,459000
778,1.93,840000,18140000,870000,3530000,1030000,1740000,3710000,13210000,10860000,15540000,39540000,85000,755000,2,대구,20대,,4,28710000,275000,480000
779,1.93,800000,18170000,870000,3530000,1010000,1780000,3680000,13330000,10820000,15630000,39550000,86000,714000,2,대구,20대,,4,28770000,270000,444000
779,1.92,810000,18040000,890000,3550000,1060000,1780000,3620000,13510000,10520000,15650000,39030000,85000,725000,2,대구,20대,,4,28590000,267000,458000
779,1.92,820000,18040000,900000,3560000,1040000,1760000,3650000,13650000,10440000,15660000,39110000,96000,724000,2,대구,20대,,4,28700000,272000,452000
731,1.99,660000,12080000,550000,3270000,350000,1360000,3450000,9170000,8750000,12000000,31250000,70000,590000,2,광주,20대,,4,22130000,183000,407000
767,1.87,670000,15830000,620000,3470000,540000,1190000,4170000,10710000,10540000,14530000,35220000,76000,594000,2,광주,20대,,4,26330000,219000,375000
767,1.86,670000,15830000,620000,3470000,550000,1250000,4210000,10700000,10690000,14690000,35170000,72000,598000,2,광주,20대,,4,26490000,212000,386000
767,1.87,740000,16000000,630000,3470000,590000,1260000,4220000,10830000,10670000,14800000,35300000,84000,656000,2,광주,20대,,4,26610000,236000,420000
767,1.88,690000,16310000,630000,3490000,590000,1280000,4330000,10970000,10850000,15100000,35890000,78000,612000,2,광주,20대,,4,27040000,225000,387000
767,1.89,760000,16490000,640000,3540000,630000,1300000,4350000,11190000,10970000,15400000,36120000,82000,678000,2,광주,20대,,4,27390000,250000,428000
767,1.89,720000,16270000,650000,3540000,640000,1370000,4280000,11240000,10980000,15380000,36140000,79000,641000,2,광주,20대,,4,27370000,246000,395000
768,1.89,740000,16570000,670000,3580000,660000,1400000,4290000,11590000,11090000,15540000,36950000,83000,657000,2,광주,20대,,4,27850000,241000,416000
768,1.9,780000,16640000,680000,3620000,690000,1410000,4220000,11850000,11100000,15560000,37280000,81000,699000,2,광주,20대,,4,28050000,254000,445000
769,1.89,740000,16740000,690000,3610000,680000,1400000,4180000,11930000,11210000,15590000,37230000,77000,663000,2,광주,20대,,4,28210000,236000,427000
769,1.89,770000,16660000,700000,3590000,670000,1450000,4140000,11980000,11270000,15660000,37360000,85000,685000,2,광주,20대,,4,28280000,253000,432000
769,1.89,770000,16450000,720000,3660000,660000,1480000,4080000,12030000,11280000,15660000,37470000,91000,679000,2,광주,20대,,4,28300000,250000,429000
769,1.89,800000,16600000,730000,3660000,660000,1500000,4040000,12080000,11490000,15630000,37720000,90000,710000,2,광주,20대,,4,28510000,267000,443000
770,1.91,780000,16210000,730000,3650000,600000,1660000,4030000,11950000,11190000,15460000,36870000,82000,698000,2,광주,20대,,4,28060000,258000,440000
770,1.9,750000,16330000,740000,3610000,590000,1670000,4050000,12040000,11200000,15530000,37320000,80000,670000,2,광주,20대,,4,28170000,237000,433000
771,1.91,830000,16450000,760000,3620000,600000,1670000,4000000,12230000,11250000,15600000,37640000,92000,738000,2,광주,20대,,4,28360000,267000,471000
771,1.91,780000,16630000,780000,3660000,580000,1710000,4050000,12360000,11440000,15910000,38100000,85000,695000,2,광주,20대,,4,28750000,260000,435000
771,1.91,870000,16460000,820000,3680000,580000,1700000,4100000,12420000,11280000,15970000,38090000,91000,779000,2,광주,20대,,4,28710000,286000,493000
772,1.91,810000,16440000,860000,3710000,560000,1690000,4130000,12540000,11160000,16150000,37950000,85000,725000,2,광주,20대,,4,28780000,269000,456000
772,1.91,860000,16360000,850000,3680000,540000,1660000,4090000,12540000,10900000,16300000,36590000,90000,770000,2,광주,20대,,4,28440000,285000,485000
772,1.92,860000,16420000,860000,3670000,540000,1680000,4050000,12560000,11060000,16440000,36480000,86000,774000,2,광주,20대,,4,28590000,285000,489000
773,1.92,830000,16530000,870000,3660000,510000,1730000,4080000,12620000,11190000,16500000,36940000,89000,741000,2,광주,20대,,4,28820000,280000,461000
773,1.91,840000,16890000,880000,3650000,490000,1750000,4040000,12840000,11250000,16480000,37120000,86000,754000,2,광주,20대,,4,29080000,274000,480000
773,1.91,840000,17180000,890000,3660000,500000,1740000,4190000,12860000,11560000,16540000,37820000,98000,742000,2,광주,20대,,4,29550000,284000,458000
727,2.03,710000,12900000,590000,2930000,770000,1440000,2080000,10490000,7760000,10930000,31190000,85000,625000,2,부산,20대,,4,21180000,208000,417000
768,1.85,690000,17080000,680000,3190000,1030000,1330000,2850000,12810000,9550000,13010000,38130000,84000,606000,2,부산,20대,,4,26210000,227000,379000
768,1.85,690000,17020000,680000,3200000,1060000,1390000,2860000,12750000,9640000,13120000,38020000,79000,611000,2,부산,20대,,4,26250000,218000,393000
768,1.86,760000,17160000,690000,3200000,1030000,1440000,2850000,12740000,9800000,13240000,38150000,92000,668000,2,부산,20대,,4,26400000,244000,424000
768,1.87,710000,17450000,710000,3240000,1010000,1460000,2880000,12870000,9980000,13480000,38470000,85000,625000,2,부산,20대,,4,26740000,237000,388000
768,1.88,770000,17680000,720000,3270000,1060000,1510000,2920000,13110000,10210000,13690000,39110000,90000,680000,2,부산,20대,,4,27260000,258000,422000
769,1.88,750000,17760000,730000,3260000,1100000,1620000,2900000,13280000,10330000,13750000,39740000,88000,662000,2,부산,20대,,4,27530000,254000,408000
770,1.89,750000,17850000,740000,3250000,1070000,1660000,2880000,13300000,10460000,13850000,39920000,91000,659000,2,부산,20대,,4,27670000,254000,405000
770,1.89,800000,18160000,750000,3270000,1110000,1710000,2880000,13450000,10710000,14050000,40450000,88000,712000,2,부산,20대,,4,28080000,263000,449000
771,1.89,750000,18320000,760000,3260000,1130000,1720000,2870000,13540000,11000000,14070000,41030000,85000,665000,2,부산,20대,,4,28450000,246000,419000
771,1.89,770000,18460000,770000,3220000,1140000,1760000,2840000,13620000,11160000,14200000,41440000,92000,678000,2,부산,20대,,4,28660000,261000,417000
771,1.88,780000,18630000,780000,3240000,1170000,1770000,2850000,13720000,11310000,14260000,41860000,99000,681000,2,부산,20대,,4,28920000,260000,421000
771,1.88,810000,18420000,790000,3310000,1220000,1780000,2880000,13770000,11200000,14340000,41830000,97000,713000,2,부산,20대,,4,28910000,274000,439000
772,1.9,790000,18480000,800000,3260000,1200000,1940000,2930000,13640000,11530000,14530000,41880000,93000,697000,2,부산,20대,,4,29140000,267000,430000
773,1.9,760000,18630000,810000,3270000,1200000,1980000,2980000,13720000,11500000,14670000,42000000,88000,672000,2,부산,20대,,4,29240000,247000,425000
773,1.9,850000,18810000,820000,3330000,1180000,1960000,2990000,13770000,11680000,14810000,42340000,101000,749000,2,부산,20대,,4,29480000,278000,471000
773,1.9,780000,18920000,840000,3330000,1150000,1980000,2980000,13840000,11680000,14970000,42270000,94000,686000,2,부산,20대,,4,29550000,265000,421000
773,1.91,880000,19130000,860000,3360000,1150000,2000000,2980000,13930000,11910000,15090000,42730000,102000,778000,2,부산,20대,,4,29870000,293000,485000
774,1.91,830000,19380000,870000,3360000,1160000,1980000,2950000,14090000,12010000,15310000,42880000,97000,733000,2,부산,20대,,4,30120000,280000,453000
774,1.91,860000,19250000,870000,3340000,1160000,1960000,2960000,14050000,11860000,15490000,41530000,103000,757000,2,부산,20대,,4,29920000,293000,464000
774,1.92,880000,19210000,870000,3320000,1150000,1950000,2980000,13910000,11880000,15530000,40960000,97000,783000,2,부산,20대,,4,29810000,296000,487000
775,1.91,840000,19120000,870000,3290000,1110000,2000000,3030000,14270000,11240000,15640000,40430000,100000,740000,2,부산,20대,,4,29590000,285000,455000
775,1.91,850000,19110000,890000,3310000,1090000,2000000,2970000,14150000,11350000,15650000,40210000,98000,752000,2,부산,20대,,4,29530000,283000,469000
775,1.9,860000,19170000,900000,3310000,1060000,1980000,2990000,14120000,11360000,15620000,40200000,110000,750000,2,부산,20대,,4,29520000,291000,459000
742,1.84,630000,15880000,530000,3960000,1050000,1370000,3110000,12130000,10130000,13590000,36490000,57000,573000,2,울산,20대,,4,26160000,167000,406000
777,1.76,700000,21190000,590000,4060000,1500000,1240000,3930000,14980000,12600000,16120000,44950000,73000,627000,2,울산,20대,,4,32420000,216000,411000
777,1.76,690000,20650000,600000,4120000,1490000,1300000,3860000,14770000,12460000,16110000,43980000,67000,623000,2,울산,20대,,4,32000000,213000,410000
777,1.77,750000,20790000,610000,4110000,1560000,1330000,3890000,14750000,12770000,16170000,44690000,79000,671000,2,울산,20대,,4,32340000,232000,439000
777,1.78,710000,21280000,610000,4110000,1640000,1350000,3910000,15080000,13070000,16510000,45490000,73000,637000,2,울산,20대,,4,32970000,230000,407000
777,1.79,770000,21440000,630000,4150000,1660000,1390000,3900000,15250000,13110000,16710000,45390000,78000,692000,2,울산,20대,,4,33180000,251000,441000
777,1.79,740000,21450000,640000,4140000,1710000,1510000,3950000,15150000,13260000,16790000,45500000,76000,664000,2,울산,20대,,4,33280000,245000,419000
778,1.8,760000,21560000,650000,4110000,1660000,1530000,3910000,15090000,13500000,16780000,45730000,80000,680000,2,울산,20대,,4,33430000,245000,435000
778,1.81,780000,21640000,670000,4120000,1760000,1570000,3910000,15260000,13660000,16840000,46410000,76000,704000,2,울산,20대,,4,33770000,249000,455000
778,1.81,750000,22380000,690000,4100000,1760000,1580000,3890000,15290000,14410000,17000000,47430000,74000,676000,2,울산,20대,,4,34550000,238000,438000
778,1.8,770000,22270000,700000,4130000,1730000,1620000,3840000,15290000,14410000,17110000,47390000,78000,692000,2,울산,20대,,4,34500000,249000,443000
778,1.8,770000,21960000,710000,4200000,1730000,1640000,3860000,15280000,14180000,17110000,47080000,83000,687000,2,울산,20대,,4,34290000,243000,444000
779,1.8,820000,21810000,730000,4240000,1720000,1640000,3680000,15180000,14360000,17100000,46960000,82000,738000,2,울산,20대,,4,34180000,278000,460000
779,1.82,780000,21800000,730000,4160000,1710000,1830000,3560000,15240000,14550000,16930000,47680000,77000,703000,2,울산,20대,,4,34290000,248000,455000
779,1.82,740000,21860000,740000,4150000,1750000,1890000,3520000,15380000,14640000,17190000,47900000,74000,666000,2,울산,20대,,4,34480000,232000,434000
779,1.82,830000,21740000,760000,4130000,1760000,1870000,3490000,15540000,14460000,17090000,47980000,85000,745000,2,울산,20대,,4,34430000,261000,484000
779,1.83,770000,21740000,780000,4100000,1750000,1870000,3490000,15550000,14500000,17210000,48140000,79000,691000,2,울산,20대,,4,34490000,249000,442000
780,1.83,860000,21900000,810000,4190000,1780000,1900000,3480000,15770000,14620000,17380000,48710000,85000,775000,2,울산,20대,,4,34830000,274000,501000
780,1.83,800000,22340000,820000,4180000,1760000,1860000,3400000,15490000,15350000,17490000,49340000,81000,719000,2,울산,20대,,4,35190000,258000,461000
780,1.83,850000,22390000,810000,4110000,1680000,1860000,3380000,15190000,15600000,17480000,48360000,86000,764000,2,울산,20대,,4,35110000,276000,488000
780,1.84,850000,22210000,810000,4120000,1660000,1850000,3460000,15300000,15270000,17540000,47790000,81000,769000,2,울산,20대,,4,34960000,274000,495000
781,1.83,820000,22280000,820000,4130000,1700000,2240000,3790000,15510000,15190000,17730000,48560000,84000,736000,2,울산,20대,,4,35420000,268000,468000
781,1.83,830000,22390000,830000,4130000,1660000,2220000,3420000,15530000,15520000,18010000,48340000,83000,747000,2,울산,20대,,4,35400000,269000,478000
781,1.82,830000,22350000,850000,4090000,1630000,1860000,3510000,15600000,15020000,18200000,47590000,91000,739000,2,울산,20대,,4,35070000,273000,466000
732,1.91,710000,15890000,540000,3370000,830000,1330000,2130000,12730000,8660000,13540000,31670000,70000,640000,2,경기,20대,,4,24270000,209000,431000
771,1.74,720000,20290000,610000,3540000,990000,1230000,2950000,14470000,10960000,16200000,37930000,77000,643000,2,경기,20대,,4,29250000,246000,397000
771,1.74,720000,20370000,620000,3530000,990000,1280000,2930000,14460000,11190000,16260000,38200000,72000,648000,2,경기,20대,,4,29450000,239000,409000
771,1.75,790000,20750000,620000,3550000,990000,1300000,2950000,14470000,11600000,16390000,38720000,83000,707000,2,경기,20대,,4,29880000,263000,444000
771,1.76,750000,21060000,630000,3570000,990000,1330000,2970000,14560000,11900000,16520000,39250000,77000,673000,2,경기,20대,,4,30290000,256000,417000
771,1.76,820000,21300000,650000,3610000,990000,1360000,2980000,14700000,12150000,16730000,39720000,83000,737000,2,경기,20대,,4,30710000,281000,456000
772,1.77,790000,21490000,670000,3620000,980000,1430000,3000000,14870000,12290000,16840000,40280000,80000,710000,2,경기,20대,,4,31040000,277000,433000
773,1.77,800000,21790000,680000,3620000,980000,1450000,3000000,15040000,12490000,16940000,40940000,85000,715000,2,경기,20대,,4,31420000,277000,438000
773,1.78,840000,22100000,690000,3640000,1010000,1480000,3000000,15290000,12710000,17170000,41510000,83000,757000,2,경기,20대,,4,31880000,285000,472000
773,1.78,790000,22340000,700000,3650000,1020000,1490000,2990000,15360000,13000000,17270000,41970000,79000,711000,2,경기,20대,,4,32240000,269000,442000
773,1.78,820000,22560000,720000,3660000,1030000,1540000,2980000,15530000,13250000,17480000,42550000,85000,735000,2,경기,20대,,4,32650000,282000,453000
773,1.77,810000,22600000,730000,3680000,1050000,1560000,2970000,15650000,13300000,17620000,42830000,91000,719000,2,경기,20대,,4,32820000,279000,440000
774,1.77,850000,22620000,740000,3720000,1070000,1580000,2970000,15710000,13370000,17690000,43020000,89000,761000,2,경기,20대,,4,32950000,298000,463000
774,1.8,840000,22520000,750000,3710000,1060000,1750000,2940000,15680000,13440000,17650000,43070000,85000,755000,2,경기,20대,,4,32950000,292000,463000
775,1.8,800000,22600000,760000,3700000,1070000,1770000,2900000,15760000,13550000,17680000,43410000,82000,718000,2,경기,20대,,4,33090000,271000,447000
